"Nama ","Review","Label"
"Ony Pajero98","Bagus namun maaih kalah cepat respon aplikasinya dgn aplikasi sebelah..sukses.","NEGATIF"
"Citra Artha","Refund dari bulan juni 2019 smp skrg ga kelar2..","NEGATIF"
"Yanto Sk","Selalu gagal pas mau pesen tiket,error terus aplikasinya","NEGATIF"
"Muhamad Dhafi","Masa mau bayar suruh nunggu sebentar smpe 30 menit gue antepin tetep begitu... Pindah traveloka aja","NEGATIF"
"NENDEN CICA","Saya osan hotel bahkan udh bayar ko gak terdaftar gmna ini aturan nya bahkan bkn uang sedikit loh ini","NEGATIF"
"Nur Jannah","Kenapa harga tanggal beda dengan ketika kita mengetik pencarian harga","NEGATIF"
"Lusypa Pardosi","Sangat kecewa banget Saat mesan tiket waktu dan tempat ny sudah pas Tiba2 cek in tiba2 pindah tempat angus tanpa nyape ke tujuan","NEGATIF"
"Wayan Sunarka","saya sdh dounlod tpi sy mau akses reacedule tiket ,tdk bisa krn setiap buka pesanan tdk bisa ayatem minta pasqord sy kecewa perbaiki syatemnya makasi","NEGATIF"
"Suryadi 88","Siang saya refun tiket dari bulan september kenapa belum dikembalikan uangNya,padahal dari pihak maskapai sudah dikembalikan uangNya ke pegipegi,gmn ini ? Kmaren2 alasanNya belum dikembalikan uangNya sama maskapai pesawat,kmaren sudah saya komfirmasi sudah dikembalikan ke pegipgi tapi sampai sekaran...Ulasan LengkapSiang saya refun tiket dari bulan september kenapa belum dikembalikan uangNya,padahal dari pihak maskapai sudah dikembalikan uangNya ke pegipegi,gmn ini ? Kmaren2 alasanNya belum dikembalikan uangNya sama maskapai pesawat,kmaren sudah saya komfirmasi sudah dikembalikan ke pegipgi tapi sampai sekarang belum ada komfirmasi untuk pengembalian uang refun ???","NEGATIF"
"UNCLE SAM ENTERTAINMENT","Gilee masa di akun lain tiket ke korsel cuma 3jt an, masa disini jd 15jt","NEGATIF"
"Mon Black","Tidak ada tiket bus rute Cikampek Tasikmalaya","NEGATIF"
"parasian benfri","Kapok berurusan dengan Agent travel beginian.","NEGATIF"
"Ardhiko Amril","Saya kecewa masa refund potongannya 60% gak masuk akal","NEGATIF"
"Tri Wahyudi","CARI TIKET KERETA MALAH APLIKASI DOWN","NEGATIF"
"Wati Boesra","Katanya menjelang natal tiket turun q nggak ada?","NEGATIF"
"The FA tv","Sayaa menemukan bug cek pm","NEGATIF"
"Wiji Siswanto","Utk dpt dikembangkan lbh baik lagi.","NEGATIF"
"Afriance Sinaga","Aku kasi 2 dulu. Tolong buat biar bisa chekin","NEGATIF"
"daniel niel","Gk bisa cicilan yah, gk ada menu cicilan","NEGATIF"
"Raden Mas Endro Widiyanto","agak mahal dan ribet pengembalian klaimnnya","NEGATIF"
"Antok Jack","Harga selisih dr pd aplikasi yg lain","NEGATIF"
"Izza Lutfiyah","Sering lemot dan keluar terus dri aplikasi","NEGATIF"
"roon nurdian","TIDAK ADA PAKETAN TRAVEL PESAWAT DAN HOTEL","NEGATIF"
"Fahmi Ikhwan","Error tdk bisa masuk menu pembayaran","NEGATIF"
"Luffy Shuan Kaily","Ga bisa bantu sama sekali","NEGATIF"
"Andi Hidayat","Aplikasi payah. Sistem sering eror. Sudah bayar malah dibatalkan pesanannya. Hubungi cs via livechat, email dan telpon slow respon semua. Benar benar tidak memuaskan dan bikin muak. Oh iya tiap nelpon cs gak diangkat dan itu sudah memakan pulsa berkali kali. Sangat sangat merugikan aplikasi ini.","NEGATIF"
"Jepang Pandora","TOLONG KEPADA PT.KAI KHUSUSNYA. JANGAN MENGAMBIL KEUNTUNGAN YANG BERLEBIHAN DONG. MUMPUNG LIBUR PANJANG HARGA TIKET JADI NAIK 50'/, APA LAGI KANTIN YANG DI DALAM GERBONG K.A JUAL MAKANANNYA GAK MASUK AKAL BANGsET.","NEGATIF"
"jerry koen","Hp huawei tidak bisa","NEGATIF"
"Andre Wardara","Kadang murah kadang mahal","NEGATIF"
"Soraya Putri","Saya baru download, tapi kok aplikasi kebanyakan interupt dan tidak menanggapi, kenapa ya? Ini gadget saya yang bermasalah? Atau aplikasinya agak corrupt? Karena aku pakai aplikasi sebelah normal2 aja si... tolong diperbaiki ya ... makasi...","NEGATIF"
"Toga Steven","Pengembalian dana refund berbelit-belit, gak ada kejelasan sudah hampir 4 bulan . Maskapai jelas- jelas sudah mengembalikan dana eh... Pegi"" bilang gak ada penerimaan dari maskapai. Saya ada rekamanya nya bahwa maskapai sudah bayarkan pertanggal tertentu. Dasar tidak bertanggung jawab! BAD SERVICES","NEGATIF"
"Iksan Morgan","Takut banyak yg lasih bintang 1","NEGATIF"
"Dekarini Utami putri","saya mesen kamar di pegipegi untuk memginap di apart daerah bandung, saya sampai katanya data saya belum terkonfirmasi nunggu sampe 3 jam, berkali2 saya telfon minta konfirmasi dan dijelaskan dan minta ditelfon balik tidak ada yg telfon! ditransaksi pembayaran saya padahal sudah ter confirmed CUKUP ...Ulasan Lengkapsaya mesen kamar di pegipegi untuk memginap di apart daerah bandung, saya sampai katanya data saya belum terkonfirmasi nunggu sampe 3 jam, berkali2 saya telfon minta konfirmasi dan dijelaskan dan minta ditelfon balik tidak ada yg telfon! ditransaksi pembayaran saya padahal sudah ter confirmed CUKUP KECEWA SAYA PAKAI PEGIPEGI GAAKAN LAGI! dan tolong refund-an saya di follow up! MENGECEWAKAN!","NEGATIF"
"Marjono Siaw","Buat masukan aja, informasi tentang hotel agar lbh lengkap seperti fasilitas umum ( parkir). Ada bbrp hotel yg tdk dicantumkan fasum parkir mobil, ternyata parkir nya ada. Untung sya liat diaplikasi lain pd hotel yg sama. Maaf jk sy salah. Terima kasih","NEGATIF"
"MN ANANG","Bintang 3 dulu lah. Harga beda jauh dgn yg lainnya. Jakarta ke bangkok yg lain 790k ini 800k dan pas pesan loading harga tiba tiba naik jadi 850k. Hemmm harga yg ditampilkan gak di update hanya untuk menarik pelanggan, waktu udah download dan melakukan pmesanan tiba2 harga naik... Hemmm mnding cari ...Ulasan LengkapBintang 3 dulu lah. Harga beda jauh dgn yg lainnya. Jakarta ke bangkok yg lain 790k ini 800k dan pas pesan loading harga tiba tiba naik jadi 850k. Hemmm harga yg ditampilkan gak di update hanya untuk menarik pelanggan, waktu udah download dan melakukan pmesanan tiba2 harga naik... Hemmm mnding cari app yg lain dulu lah, kalo dskon gak diskon harga ttp sama dgn yg lain. Sorryyyy","NEGATIF"
"udin setiawan","transaksi berhasil tapi ternyata ada eror di aplikasi antara pihak hotel & pegi2, transaksi jadi tidak masuk ke pihak hotel..untung konfirmasi dulu ke pihak hotel sehari sebelum checkin, jadi tahu kalau ada yang eror.. mencoba hubungi CS pegi2 ternyata susahnya minta ampun.. telpun, imel, live chat,...Ulasan Lengkaptransaksi berhasil tapi ternyata ada eror di aplikasi antara pihak hotel & pegi2, transaksi jadi tidak masuk ke pihak hotel..untung konfirmasi dulu ke pihak hotel sehari sebelum checkin, jadi tahu kalau ada yang eror.. mencoba hubungi CS pegi2 ternyata susahnya minta ampun.. telpun, imel, live chat, IG, twitter..","NEGATIF"
"Teguh Ari Utomo","Kecewa pesen tiket kereta api,dah 3hari e-tiket g di kirim, Telf cs.pegipegi pek habis plsa banyak katanya ni di kirim tapi di cek g ada terus. Minta email lain katanya mau di kirim ke email lain tapi zong juga. Di email suruh sabar blesannya gimana to ni.","NEGATIF"
"kezia julian","Sangat sangat mengecewakan , sudah 2x saya pesan hotel dengan aplikasi ini tp pesanan setelah bayar malah berbeda . Pesanan kedua Saya pesan kamar DELUXE DOUBLE di Hotel Best Western Papilio Surabaya , setelah berhasil pembayaran keterangan yg keluar malah DELUXE TWIN . Sungguh sangat mengecewakan t...Ulasan LengkapSangat sangat mengecewakan , sudah 2x saya pesan hotel dengan aplikasi ini tp pesanan setelah bayar malah berbeda . Pesanan kedua Saya pesan kamar DELUXE DOUBLE di Hotel Best Western Papilio Surabaya , setelah berhasil pembayaran keterangan yg keluar malah DELUXE TWIN . Sungguh sangat mengecewakan tolong diperbaiki dan tanggapan untuk komentar yang diberikan terimakasih","NEGATIF"
"Khalisna Mery jayanti","Apa2an sy sdh booking hotel, stlh dihotel mlah gaada pesanan yg terkonfirmasi dr phk kita klo sdh pesan hotel , pdhl sdh dpt email no pemesanan jg. Gbsa direfund lagi. Merugikan costumer. Kirim email jg g direspon. Tlfon ke pihak CS udh seburin no pemsnan katanya tdk ada, & suruh cek email lihat vou...Ulasan LengkapApa2an sy sdh booking hotel, stlh dihotel mlah gaada pesanan yg terkonfirmasi dr phk kita klo sdh pesan hotel , pdhl sdh dpt email no pemesanan jg. Gbsa direfund lagi. Merugikan costumer. Kirim email jg g direspon. Tlfon ke pihak CS udh seburin no pemsnan katanya tdk ada, & suruh cek email lihat voucher. Kta jauh2 sdh prjlnn ke hotel mlh mengecewakan. Heran!! Perlu diperbaiki sistemnya, jgn hnya merugikan customer tpi tdk ada kejelasan. Yakalo duit bejibun yg dibuang gpp, duit pas2an dirugikanðŸ¤¬","NEGATIF"
"Asep Komarudin","Dear bagian marketing tolong tambah kota Tasikmalaya di promo diskon hotel, saya suka nginap dan menggunakan aplikasi ini tapi belum pernah ada diskon hotel di daerah saya Tasikmalaya, mohon di tambahkan kota Tasikmalaya dalam promo diskon hotel. Terima kasih. Kalau sudah ada saya kasih bintang 5","NEGATIF"
"yudha cirebon","Aplikasi gak jelas 2 x org tua sy transaksi booking hotel uang udh dibayar tp malah pihak hotel bilang gak ada booking atas nama ortu sy yg kedua malah bilang udh gak kerja sama lagi.. Begitu complain lewat email cs malah udh 1 minggu lebih gak ada jawaban...ini maksudnya apa???","NEGATIF"
"Edward Baginta","Pagi Pegi..saya kasih bintang 1 dulu.. saya menunggu nunggu promo anda hari ini loh yang disc tiket pesawat s/d 50% jam 11.00 - 13.00 tapi ketika dicoba malah system error..padahal sebelumnya 5 menit sebelum promo aktif masih bisa buka reservasi penerbangan..tolong diperbaiki systemnya..nanti anda k...Ulasan LengkapPagi Pegi..saya kasih bintang 1 dulu.. saya menunggu nunggu promo anda hari ini loh yang disc tiket pesawat s/d 50% jam 11.00 - 13.00 tapi ketika dicoba malah system error..padahal sebelumnya 5 menit sebelum promo aktif masih bisa buka reservasi penerbangan..tolong diperbaiki systemnya..nanti anda kalah sama app sebelah lainnya..ðŸ˜","NEGATIF"
"Rewa ashter22","Dana refund belum di bayarkan... Admin tolong dana saya di kembalikan krn sdh 30 hari masa kerja saya refund, di telpon susah banget, di email tidak membalas, apa ini maksudnya. Sya pesan tiket 7 org utk tujuan semarang tgl 9 oktober utk kberangkatan tgl 14, krn acara di undur terpaksa tiket sya ref...Ulasan LengkapDana refund belum di bayarkan... Admin tolong dana saya di kembalikan krn sdh 30 hari masa kerja saya refund, di telpon susah banget, di email tidak membalas, apa ini maksudnya. Sya pesan tiket 7 org utk tujuan semarang tgl 9 oktober utk kberangkatan tgl 14, krn acara di undur terpaksa tiket sya refund. Dan ini sdh 30 hari lebih blum ada konfirmasi dari pegi2. Sya jg sdh coba datangai kantor lion air, tp mereka bilang hubungi pihak apk tmpat pembelian tiket. Saya tunggu niat baik pihak pegi2..","NEGATIF"
"Elsa Wanda","Belum kesimpan di aplikasi","NEGATIF"
"Riza Abidi Maulana","Bagus sekali,","NEGATIF"
"Hendri Kurniawan","Katanya ada promo diskon 50% semua maskapai dan semua waktu penerbangan tanggal 7 oktober jam 11.00 dan 14.00 Pas dibuka jam segitu aplikasi malah eror dan kesalahan sistem katanya, trus pas liat kupon tidak tersedia. Dan saat saya cari tiket pesawat, yang keluar malah tulisan "" penerbangan tidak te...Ulasan LengkapKatanya ada promo diskon 50% semua maskapai dan semua waktu penerbangan tanggal 7 oktober jam 11.00 dan 14.00 Pas dibuka jam segitu aplikasi malah eror dan kesalahan sistem katanya, trus pas liat kupon tidak tersedia. Dan saat saya cari tiket pesawat, yang keluar malah tulisan "" penerbangan tidak tersedia"" Itu maksudnya apa??","NEGATIF"
"neng putri ayunda","Jelek banget. Gw pertama kali pake pegipegi lagi cari hotel di Purwakarta, udah masukin data tinggal bayar, pas bayar di indomaret terdekat malah dapet email kalo kamar udah penuh. Minta refund proses nya ribet. Live chat nya ga bener. Email gak di bales. Di tlp ampe abis pls banyak juga msh lama. K...Ulasan LengkapJelek banget. Gw pertama kali pake pegipegi lagi cari hotel di Purwakarta, udah masukin data tinggal bayar, pas bayar di indomaret terdekat malah dapet email kalo kamar udah penuh. Minta refund proses nya ribet. Live chat nya ga bener. Email gak di bales. Di tlp ampe abis pls banyak juga msh lama. Kalo udah abis tuh kasih tau pas sebelum bayar tai bukan pas udah bayar malah ngeribetin orang Jangan download nyesel. Kalo ada bintang 0 gw kasih 0","NEGATIF"
"Hendy Chairman","Melakukan pemesanan kamar hotel, tetapi sampai tempat hotel tersebut penuh. Proses refund juga sangat lama dan bertele tele, sampai sekarang belum ada kejelasan mengenai proses refund nya.","NEGATIF"
"Muhammad Iskandar Zulkarnain","Harga tiket pesawat yg ditampilkan tidak sesuai dengan aslinya, ketika sudah isi data penumpang dan lanjut ke pembayaran baru harga aslinya muncul dengan keterangan bahwa harga maskapai sudah berubah. Padahal berkali-kali di refresh harga tiket pesawatnya tetap tidak berubah.","NEGATIF"
"Mas Adisatia","Jangan download aplikasi hotel ini. Proses refund mengecewakan. Sy sangat dirugikan. Traveloka walau tulisan tidak bisa refund tapi jika ada kesepakan dari pihak hotel utk refund krn alasan tertentu tetap bisa refund. CS pegi2 benar2 malas untuk membantu keluhan customer yang terkendala. Sy mau refu...Ulasan LengkapJangan download aplikasi hotel ini. Proses refund mengecewakan. Sy sangat dirugikan. Traveloka walau tulisan tidak bisa refund tapi jika ada kesepakan dari pihak hotel utk refund krn alasan tertentu tetap bisa refund. CS pegi2 benar2 malas untuk membantu keluhan customer yang terkendala. Sy mau refund CSnya ada yang bilang bisa ada yg bilang tidak. Trus telepon dimatikan berbelit2. Sy kecewa bye pegi2","NEGATIF"
"Arline","Mohon maaf Tadi nya saya Mau pesen hotel dalam satu minggu lewat app pegi pegi. tapi setelah baca komentar orang lain tidak ada yg bagus. Jadi takut seperti yg lainnya..terimakasih atas infonya.","NEGATIF"
"Erica Natalia","Uang refund tiket pesawat saya blm dikembalikan dr pihak pegi pegi. Pdhl dr pihak maskapai sudah kembalikan dr 1bln lalu sy dikasih dr pihak citilink bkti tf ke pegi2nya , tp dr pegi2 blg proses maskpai , sy merasa di bohongin dan jawaban dr cs nya cmn tunggu2 tanpa kejelasan. Sy jg butuh uang itu","NEGATIF"
"Amri","Setelah membaca ulasan2 diatas, mohon maaf saya jadi ragu dg aplikasi ini. Padahal sdh lama terinstall di HP saya...tadimya malam ini mau pesan tiket pesawat untuk 3 orang dan boking hotel di medan. Maaf jadi ga mau ada masalah seperti yg lain. Terima kasih smoga semakin profesional kinerjanya, upda...Ulasan LengkapSetelah membaca ulasan2 diatas, mohon maaf saya jadi ragu dg aplikasi ini. Padahal sdh lama terinstall di HP saya...tadimya malam ini mau pesan tiket pesawat untuk 3 orang dan boking hotel di medan. Maaf jadi ga mau ada masalah seperti yg lain. Terima kasih smoga semakin profesional kinerjanya, update informasi dan terpercaya.","NEGATIF"
"Film Kartun","Saya uda berapa kali booking hotel & pesawat di pegi pegi tapi kok saya tidak pernah dapat Pepepoin...? Pada hal ada pemberitahuan sebelm membayar anda akan mendapatkan pepepoin sekian setelah menyelesaikan pembayaran tapi saya tidak mendapatkan poin apapun","NEGATIF"
"Lesvita Manalu","Auto uninstal nih kayanya. Masa dong kasih jadwal promo sy ikutin smpe 3 jadwal eh malah perbaikan jaringan terus. Giliran bisa, discountnya malah dikit banget. Ampunn. Aplikasi lain gk discount jg gk segitu harganya wkwk. Gak bisa dipercaya nih.","NEGATIF"
"Javier Saviola Sinuraya","Saya sangat kecewa dalam promo yg diselenggarakan oleh PegiPegi. Promo start jam 11 siang tapi server eror, saya trus mencoba tidak bisa juga. Akhir saya putusan saya menyerah dan membuang waktu saya. Bye PegiPegi (uninstall).","NEGATIF"
"samuel fernando","Kecewa terhadap aplikasi pegi pegi bahwa saya dapat diskon tetapi tidak bisa di gunakan lalu kembali ke layar bagian booking tiket kereta api, tolong di perbaiki karna saya ingin membooking kereta tersebut!!!! Terimakasih!","NEGATIF"
"Imma Nurul","Proses REFUND tidak ada kejelasan,bulan tgl 2 oktober 2019 REFUND krn memang ada pembatalan dr maskapainy, eh hingga 02 november 2019 aplikasi dihubungin via tlp ataupun chat live bahkan email no responss... Mohon dong di perbaiki,sebagai pelanggan sya kecewa Sya prnh REFUND pake aplikasi lain respo...Ulasan LengkapProses REFUND tidak ada kejelasan,bulan tgl 2 oktober 2019 REFUND krn memang ada pembatalan dr maskapainy, eh hingga 02 november 2019 aplikasi dihubungin via tlp ataupun chat live bahkan email no responss... Mohon dong di perbaiki,sebagai pelanggan sya kecewa Sya prnh REFUND pake aplikasi lain responsny baik dan konsisten dengan ketentuan 30hari","NEGATIF"
"silvester rommy","Hari ini ada pengalaman buruk, saya sudah lama menggunakan aplikasi ini. Saya booking tiket jam 17.15 TAPI setelah dibayar tiketnya 07.10 pagi. Saya hubungi CSnya dia hanya beri nomor maskapai. Mungkin dalam waktu lama saya tidak menggunakan aplikasi ini karena saat aplikasi error mereka kurang mau ...Ulasan LengkapHari ini ada pengalaman buruk, saya sudah lama menggunakan aplikasi ini. Saya booking tiket jam 17.15 TAPI setelah dibayar tiketnya 07.10 pagi. Saya hubungi CSnya dia hanya beri nomor maskapai. Mungkin dalam waktu lama saya tidak menggunakan aplikasi ini karena saat aplikasi error mereka kurang mau membantu!","NEGATIF"
"Ahong Antonio","Pelayanan sangat burukkkkk ... Di telpon ke cs diminta code pesanan lagi asik2 baca code pesanan eh malah dimatiin  Di live chat dari jam 12 sampe sekarang belum dibalas di email dari jam 2 sampe sekarang dibalas . sekarang di telpon malah eh malah dimatiin . Kayak ga ada tata kramanya. ... l...Ulasan LengkapPelayanan sangat burukkkkk ... Di telpon ke cs diminta code pesanan lagi asik2 baca code pesanan eh malah dimatiin Di live chat dari jam 12 sampe sekarang belum dibalas  di email dari jam 2 sampe sekarang dibalas . sekarang di telpon malah eh malah dimatiin . Kayak ga ada tata kramanya. ... lagi asik ngomong eh dimatiin gitu aja ditelpon lagi ga bisa ... cs atas nama hendrik tolonggg bantuan nya adminnn","NEGATIF"
"Matthew Sapan","Daftar katanya harus masukin alamat email pas sy mau check di email ternyata Ke leg out sendiri begitupun saat mau coba daftar lagi juga sama mau check di email malah ke log out sendiri AH APLIKASI GAK GUNA !!","NEGATIF"
"Suhardi Guba","Perbanyak promo nya","NEGATIF"
"Dean geo","Promo hotel kurang","NEGATIF"
"Auddie Vieneza","hubungi cs baik itu email, live chat, dll lama sekali responnya, sampai heran saya. Dan utk refund atau proses reschedule hotel, ya ampun susah sekali,benar2 saya menyesal sekali pakai aplikasi pegi pegi ini, menyesal sekali","NEGATIF"
